name,phone,social,2gis_url
Компания по штукатурным работам,+79649288162,WhatsApp,https://2gis.ru/anapa/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/13/firm/70000001055474402/37.341386%2C44.900257?m=37.341386%2C44.900257%2F10.62
Danis development,+79282337712,"WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/13/firm/70000001057522145/38.919204%2C45.063242?m=37.341386%2C44.900257%2F10.62
Аварийная служба,+79186007022,WhatsApp,https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/13/firm/70000001054178177?m=38.919204%2C45.063242%2F10.62
Кеrамика,+79181444386,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/14/firm/70000001053442498/39.224131%2C45.211594?m=38.919204%2C45.063242%2F10.62
Стратейджер,+79888880327,"Telegram, WhatsApp",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/14/firm/70000001101217805?m=38.921365%2C45.035029%2F10.62
Плоскость,+79226586898,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/14/firm/70000001055533404/39.056379%2C45.012725?m=38.921365%2C45.035029%2F10.62
Компания по ремонту и отделке помещений,+79227977982,"WhatsApp, Telegram",https://2gis.ru/anapa/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/14/firm/70000001061276345?m=38.921365%2C45.035029%2F10.62
HomeExpert,+79186367698,"WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/14/firm/70000001068867691/39.039361%2C45.066264?m=38.958426%2C45.049683%2F10.62
Crocus group remont,+79181840480,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/14/firm/70000001061083707/39.029157%2C45.047402?m=38.958426%2C45.049683%2F10.62
Пропорция ремонта,+79604737988,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/14/firm/70000001053083342/39.033795%2C45.049825?m=38.958426%2C45.049683%2F10.62
Хижниковъ,+79881436000,"Telegram, YouTube, WhatsApp",https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/14/firm/70000001083391347/37.761364%2C44.694172?m=37.761364%2C44.694172%2F10.62
Вотчина,+79615115125,"Telegram, WhatsApp",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/15/firm/70000001099882658/39.05966%2C45.099137?m=37.761364%2C44.694172%2F10.62
Тандем Юг,+79880959954,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/15/firm/70000001099882658/39.05966%2C45.099137?m=39.05966%2C45.099137%2F10.62
Точка ремонта,+79094486787,"Telegram, WhatsApp",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/15/firm/70000001093385849/39.001516%2C45.054929?m=39.05966%2C45.099137%2F10.62
Компания по ремонту квартир и домов,+79503361918,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/15/firm/70000001070344001/39.026286%2C45.099018?m=39.05966%2C45.099137%2F10.62
Реформакс,+79283345678,"Telegram, WhatsApp",https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/15/firm/70000001110164392/37.752245%2C44.73216?m=39.05966%2C45.099137%2F10.62
Komfort_23,+79180168184,WhatsApp,https://2gis.ru/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/15/firm/70000001046488602/39.397%2C46.340858?m=37.752245%2C44.73216%2F10.62
Rembrand,+78002221801,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/15/firm/70000001048511372/38.99238%2C45.062214?m=39.397%2C46.340858%2F10.62
Remestetica,+79186747327,"Telegram, WhatsApp",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/15/firm/70000001048511372/38.99238%2C45.062214?m=38.99238%2C45.062214%2F10.62
Arpa23,+79184412968,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/15/firm/70000001047772921/39.006583%2C45.099952?m=38.99238%2C45.062214%2F10.62
Dom group,+79282084717,"WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/15/firm/70000001046017573/38.900142%2C45.077415?m=38.99238%2C45.062214%2F10.62
Советникъ,+79615006004,"WhatsApp, Telegram",https://2gis.ru/gelendzhik/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/16/firm/70000001046090711/38.079405%2C44.563331?m=38.99238%2C45.062214%2F10.62
Add design,+79258351769,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/16/firm/70000001053874371/39.026502%2C45.099018?m=38.079405%2C44.563331%2F10.62
Ксенум,+79883885588,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/16/firm/70000001102222692/38.969748%2C45.062656?m=39.026502%2C45.099018%2F10.62
Новый Юг,+79186644715,WhatsApp,https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/16/firm/70000001061161507/37.794426%2C44.675825?m=39.026502%2C45.099018%2F10.62
Другой формат,+79951231669,"YouTube, WhatsApp, Telegram",https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/16/firm/70000001061161507/37.794426%2C44.675825?m=37.794426%2C44.675825%2F10.62
Выездная строительно-отделочная компания,+79180168897,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/16/firm/70000001049144179?m=37.794426%2C44.675825%2F10.62
Всё для Кровли и Фасада,+79673116747,WhatsApp,https://2gis.ru/tihoreck/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/16/firm/70000001039341641/40.124833%2C45.863901?m=38.940713%2C45.129826%2F10.62
Компания по ремонту квартир и домов,+79184277188,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/17/firm/70000001087768972?m=38.992948%2C45.139199%2F10.62
ТемаРемонта,+79511272587,"WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/17/firm/70000001046192309?m=38.992948%2C45.139199%2F10.62
Гид,+79898538988,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/17/firm/70000001046192309?m=38.992948%2C45.139199%2F10.62
Pavel stroy,+79180602190,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/17/firm/70000001047815239?m=39.006744%2C45.097399%2F10.62
Стройоптимум,+79181827689,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/18/firm/70000001089025735/38.944873%2C45.050835?m=39.006744%2C45.097399%2F10.62
IQ Home,+79186435888,WhatsApp,https://2gis.ru/anapa/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/18/firm/70000001087534175?m=39.006744%2C45.097399%2F10.62
Фасад23.рус,+79883509509,WhatsApp,https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/18/firm/70000001041649387/37.739236%2C44.762291?m=39.006744%2C45.097399%2F10.62
Сантехник,+79384255396,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/18/firm/70000001040976386/38.966113%2C45.038957?m=38.060314%2C44.548837%2F10.62
Первый дом,+79182121617,"WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/18/firm/70000001046228140?m=38.966113%2C45.038957%2F10.62
Студия 23,+79385242323,"YouTube, WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/18/firm/70000001041937518/39.004151%2C45.061058?m=38.808671%2C45.174055%2F10.62
Артель,+79282078036,"YouTube, WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/19/firm/70000001053869814/39.005711%2C45.033943?m=39.005711%2C45.033943%2F10.62
Рем-Стройка,+79284153261,"WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/19/firm/70000001089382097/39.112645%2C45.002173?m=39.005711%2C45.033943%2F10.62
Компания по ремонту и строительству,+79644544954,,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/19/firm/70000001100988272?m=39.005711%2C45.033943%2F10.62
Сирис,+79952021188,"WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/19/firm/70000001043301207?m=37.35436%2C44.898642%2F10.62
Основание,+79186660077,"Taplink, WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/20/firm/70000001040831751/39.087002%2C45.040393?m=37.35436%2C44.898642%2F10.62
Стройка и точкА,+79385267194,WhatsApp,https://2gis.ru/gelendzhik/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/20/firm/70000001081532705/38.0903%2C44.557684?m=39.087002%2C45.040393%2F10.62
МВстрой,+79615223190,WhatsApp,https://2gis.ru/gelendzhik/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/20/firm/70000001081532705/38.0903%2C44.557684?m=38.0903%2C44.557684%2F10.62
Наш плиточник,+79384821345,"Telegram, WhatsApp",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/20/firm/70000001077817147?m=38.0903%2C44.557684%2F10.62
Orex,+79885018617,"WhatsApp, Telegram",https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/20/firm/70000001052829039/38.97543%2C45.036003?m=39.060945%2C45.038119%2F10.62
Realstroy,+79183308668,WhatsApp,https://2gis.ru/krasnodar/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/20/firm/70000001058801512/38.943347%2C45.059712?m=37.331904%2C44.888924%2F10.62
СтройСервис,+79385000722,"WhatsApp, Telegram",https://2gis.ru/novorossiysk/search/%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%20%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B8%D1%80/filters/sort%3Dopened_time/page/20/firm/70000001110246390/38.534604%2C44.372858?m=38.534604%2C44.372858%2F10.62
